Name,Description,Website,Theme,Focus-Area,Opportunity-Space,Founded,Headcount,Country,Location,Funding-Date,Funding-Stage,Total-Funding,Maturity,Inc.-Compass,Hero
"Karla","Offers a delivery management platform. The company offers a platform for managing delivery operations. The platform also helps in connecting consumers, carriers, and orchestrating sustainable last-mile delivery services.","https://www.gokarla.io/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2021","0","Germany","Berlin","Thursday, 24 February 2022","Seed","3.850.704","Not Complete","1","0"
"Skipcart","Skipcart is an online platform for on-demand hyperlocal delivery services, targeted at enterprises/businesses. Offers an API that can be used to integrate the client's website with the company's platform. Whenever a customer places an order on the website, the request is routed to the delivery agent, who picks-up the goods and delivers them to the desired end location.","https://www.skipcart.com/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2014","0","United States","Boerne","Wednesday, 6 January 2021","Series B","11.542.630","Not Complete","1","0"
"Deliver.ee","Deliver is a courier service that lets customers receive their online orders within 1 hour, or exactly when they want it on the same day. It also ties up with local stores to help them deliver their online orders within a single day and for the price of standard shipping. Vendors can add deliver.ee to their check-out, call their API, and offer their customers the perfect last mile experience.","https://www.deliver.ee/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2013","0","France","Paris","Monday, 15 April 2019","Seed","692.29","Not Complete","1","0"
"You2You","You2You is a mobile based platform that lets users send parcels to other individuals using crowd-sourced delivery services. Also offers delivery services for businesses. As of November 2016, the platform claims to have a 19K registered user base and 300 businesses , and delivered 13K parcels in 2016 (YTD). Operational in France and plans to expand operations to Belgium and Spain.","http://you2you.fr","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2015","0","France","Paris","Friday, 4 November 2016","Seed","665.922","Not Complete","1","0"
"Ponyzero","PonyZero offers a zero carbon emission courier service. Based out of Turin, Italy, PonyZero has a network of certified carriers who use modified bicycles to deliver courier in different areas of the city. All the carrier equipment and accessories are branded as directed by the partner/customer. It uses a proprietary algorithm to create an efficient delivery path for the carriers.","http://ponyzero.com","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2013","0","Italy","Turin","Friday, 20 March 2015","Seed","305.756","Not Complete","1","0"
"FIUGE","App-based platform for booking door-to-door courier services. The company offers crowdsourced courier services for both businesses and customers. It offers same-day doorstep delivery services. The app is available on the Android & iOS platforms.","https://fiuge.com/en/frontpage/","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2019","0","Finland","Helsinki","Tuesday, 15 September 2020","Seed","118.604","Not Complete","1","0"
"Metrobi","Metrobi offers software infrastructure for passenger information and fleet management systems to public transportation authorities. Company can deploy the services for their city or contractors can use the infrastructure to build services for their customers. Company claims to use machine learning algorithms to calculate real-time traffic and route information based on continuous GPS from all vehicles. AI algorithms generate directives for drivers to adjust timing, for dispatchers to dispatch vehicles to provide consistent distribution and allows control center to monitor the events that are unexpected. Also, provides white label journey planner apps for the city that riders can use to plan their trips on their phones or computers.","https://metrobi.com","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2015","26-100","Turkey","Istanbul","Thursday, 5 August 2021","Seed","120","Not Complete","1","0"
"Today Delivery","Today Delivery is an online platform that offers same day parcel delivery services using crowd-sourced delivery fleet. Offers delivery service to individuals, restaurants, online retailers and corporate offices. Users can choose on-foot delivery or through vehicle. Claims to have over 3000 delivery professionals on the platform as of Nov 2015. Pricing starts at 220 rubles. Based out of Moscow.","http://todaydelivery.ru","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2015","26-100","Russia","Moscow","Monday, 16 November 2015","Seed","500","Not Complete","1","0"
"TagBox","TagBox is a provider of AI-based supply chain visibility solutions. Its features include management of compliance and quality, asset tracking, asset utilisation, theft detection, yard management, batch track and trace, real-time sensing of temperature, humidity, shock, light and energy parameters. It caters to the pharmaceutical, food and high-tech industries. Its clients include Faasos and TVS.","https://www.tagbox.co","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2016","26-100","India","Bangalore","Tuesday, 12 January 2021","Series A","4.518.506","Not Complete","1","0"
"Landed","Online platform for down payment financing. It is a marketplace connecting borrowers with lenders for down payment financing. It features landed partner agents and a home buying coach that enables users a personalized process guide, blogs, home buying education, and more.","https://odeffinancierasa.hn","undefined","Financing","","2015","0","United States","San Francisco","Wednesday, 15 September 2021","Series B","49.120.000","Not Complete","0","0"
"Charge After","Software for point of sale financing. It connects lenders with merchants and enables merchants to offer real-time financing options to the consumers. Integrating onto the check-out page, it provides personalized financing offers to the customers based on multiple quotes and allows to customize the repayment terms.","https://bestcapital.in","undefined","Financing","","2016","0","Israel","Even Yehuda","Tuesday, 22 March 2022","Series B","60.000.000","Not Complete","0","0"
"Tomo","Online marketplace for residential mortgage loans. It offers a platform connecting borrowers with lenders for residential mortgage loans. It offers financing for single-family homes, condominiums, townhouses, multi-unit properties with flexible terms, loan amounts, and repayment options.","http://finbondlimited.co.za","undefined","Financing","","2020","0","United States","Austin","Monday, 21 March 2022","Series A","110.000.000","Not Complete","0","0"
"ReadySet Surgical","Digital inventory and logistic management solution. The company has developed a cloud-based Inventory tracking solution. It has features for case coordination, real-time notifications, invoice reconciliation, and system reporting","https://readysetsurgical.com","undefined","Logistics​","(13) Offering convenient local fulfilment and delivery","2014","0","United States","Cincinnati","Wednesday, 18 March 2020","Series A","9.662.563","Not Complete","1","0"
